Unnamed: 0,idx,id,v1,delta_x,delta_v,a1
0,248,1,8.770986625511634,24.828459042824843,-1.11530265652991,-0.4349590980427888
1,249,1,8.70536740699906,24.57088811141327,-1.0788622831021977,-0.5798932491289579
2,250,1,8.326282768455714,24.39695623003883,-1.2443507688872169,-0.6578129030083268
3,251,1,8.424756917701956,24.226076800302742,-1.2317510047742288,-0.5758350034146907
4,252,1,8.551488060339205,24.270954636554336,-1.2406707439649578,-0.16521178240234205
5,253,1,8.335504664010202,23.97116267780942,-1.4939625478492897,0.23590502000953012
6,254,1,8.327484883719452,23.792656447978274,-1.7049371001128357,0.20177075991174265
7,255,1,8.292805706902264,23.81184483795916,-1.4930993434996749,0.12256743102724424
8,256,1,8.223353787290733,23.557391891409132,-1.6673413034373037,0.3275216423795221
9,257,1,8.609271572873324,23.522700668999345,-1.8186763843635398,0.20129128738057006
10,258,1,8.666599948494294,23.076737647612596,-1.8198778941402365,0.1583028552517921
11,259,1,8.560865709126135,23.161888266327864,-1.9817951580505722,0.12852527365997085
12,260,1,8.437994171962025,22.865159550906213,-2.1224974758056083,0.04762873509560895
13,261,1,8.532964096305676,22.426016168985125,-2.2278319712732753,-0.3830633701628937
14,262,1,8.647908179239833,22.401114387831335,-2.301146332273858,-0.5447455866223885
15,263,1,8.284011228875126,22.221989363873924,-2.231928401204322,-0.5780110379707534
16,264,1,8.215999238245388,21.99325404578738,-2.146662086561955,-0.5225464401157588
17,265,1,8.435157032820067,21.715411191343847,-2.157382628769919,-0.5225166648345442
18,266,1,8.164175927261935,21.44073911055376,-2.1822401421342517,-0.33759477452416065
19,267,1,8.161245775848196,21.219281349191117,-2.260928642263495,-0.41340332628723747
20,268,1,7.982638903390431,21.025331782993813,-2.074467366503305,-0.5180774444368762
21,269,1,7.9837940362414095,20.78153678822958,-2.2344276897878017,-0.8105548085691912
22,270,1,7.790206692728368,20.642711149035694,-1.8218923528115316,-1.1663062790450378
23,271,1,7.863664114695465,20.61849410836891,-1.9119105801036094,-1.1830902905656684
24,272,1,7.698528374535129,20.3670535996351,-1.864513698430244,-0.7160426688180542
25,273,1,7.520616845849313,20.02106671774041,-1.726739917448527,-0.47943681265874183
26,274,1,7.571408784664782,19.952433196724588,-1.6361440436559163,-0.46139111141183925
27,275,1,7.7079536464579785,19.77053946031695,-1.7460951665916926,-0.09428009883565845
28,276,1,7.551060872858494,19.5989389566734,-1.7336599062081282,-0.2804245543322521
29,277,1,7.567859186456685,19.619470209052885,-1.615894856304357,-0.06189422407340564
30,278,1,7.464505944443639,19.22672549049528,-1.5991982419211728,-0.2757908318692594
31,279,1,7.5785989649627075,19.155919611447317,-1.5872303616892875,-0.02576725714251365
32,280,1,7.815204676514841,18.845870774861726,-1.4957391359681507,0.006278564421198084
33,281,1,7.625345095330844,18.73025322629074,-1.6489995953269436,-0.15490842962184664
34,282,1,7.566182470440328,18.62812622605355,-1.559082161446613,-0.09808380633512376
35,283,1,7.750627656371944,18.43824867806215,-1.7508581912721373,-0.07639582319446396
36,284,1,7.671161129451938,18.313810327382008,-1.7079592370614212,-0.19952617771649298
37,285,1,7.609352719126568,18.18479320274434,-1.6178350009113995,-0.24892146473217047
38,286,1,7.398513429888191,17.72441716200462,-1.5576455357173729,-0.40496817231091303
39,287,1,7.465011096331808,17.79789747640113,-1.6991695215978617,-1.0013930948227112
40,288,1,7.259965412194714,17.528699777491894,-1.5468935600217966,-1.0557770945758238
41,289,1,7.179113637580182,17.47635825210219,-1.4646141321258555,-1.1199728933152646
42,290,1,7.2523492921937605,17.409693922454068,-1.4849619563613388,-1.297959346850565
43,291,1,6.88655024284759,17.105103746676956,-1.4460776578819439,-1.3299814672768964
44,292,1,6.893296366529571,17.035803859750885,-1.5843183477544018,-1.3428038380226177
45,293,1,6.587262121488258,16.91685319576607,-1.5527854586699066,-1.2151805581207311
46,294,1,6.7083955710721135,16.872022863682965,-1.3970614756211654,-1.2694833289379444
47,295,1,6.4190204874214585,16.685864751559368,-1.3411666224703676,-1.306950546247219
48,296,1,6.340826349798746,16.59401317313928,-1.3211915518638193,-0.8276966467230573
49,297,1,6.303402613181011,16.267908634181467,-1.2761722341708097,-0.45062390510728495
50,298,1,6.309468279027797,16.395997277751267,-1.004476913606712,0.004057739943810253
51,299,1,6.354086858627976,16.098871246043924,-1.0006614868138153,0.15941186295652512
52,300,1,6.418658596814138,16.01435715494204,-1.0774459904356946,0.7425479085628037
53,301,1,6.3662376875863815,15.885173337801694,-1.1322616668780252,0.6033748700134097
54,302,1,6.330579234430227,15.974961475510755,-1.0866333025768589,0.5773014542662064
55,303,1,6.643784856486801,15.700878544772838,-1.0365481625741324,0.2755560524397809
56,304,1,6.7204248524219725,15.529490898688522,-1.0378917461250443,0.29738518402441405
57,305,1,6.569655937401237,15.365063883083725,-1.2266167407270607,0.2915197816311857
58,306,1,6.6569891887412895,15.362091330194122,-1.1268322075765875,0.18160494736149596
59,307,1,6.437170613358305,15.301090560597535,-0.8921528215332253,0.027414445690660486
60,308,1,6.5371485865700585,15.040687640187059,-0.8505670315939693,0.015114057202367956
61,309,1,6.472092256046306,15.23406557012771,-0.8681876404005863,-0.02248071758728904
62,310,1,6.471892287631636,14.8063133535727,-0.8774645088968243,-0.2622865462070245
63,311,1,6.415467779413875,15.071038566468081,-0.6819946130421679,-0.08749892159357445
64,312,1,6.460248641137105,15.025953012637622,-0.7779265295731872,-0.19482042850459483
65,313,1,6.439053822191298,14.65088088210389,-0.602439240979759,-0.43347059241921576
66,314,1,6.620342243194609,14.732465611702834,-0.5956413704199855,-0.7723467428691029
67,315,1,6.3439472603952165,14.783559389588506,-0.4728386049630277,-0.6718466535022135
68,316,1,6.304518165291345,14.821904886246301,-0.5119565190959584,-0.7687069404129019
69,317,1,6.245398076004753,14.55570152058358,-0.3183408559253859,-0.8584644052975386
70,318,1,6.06294573864915,14.369444226632366,-0.4218695289385181,-0.909774947856794
71,319,1,6.066387261047632,14.49068718234369,-0.5672716695968121,-0.6150695489538033
72,320,1,5.802886531239985,14.261747555685707,-0.41242077378358316,-0.6105353916910456
73,321,1,6.039262216321019,14.428748368152377,-0.5724097488390439,-0.2366552597174464
74,322,1,5.994597820841075,14.280890629471704,-0.8307132347224463,0.02684569410549007
75,323,1,6.001267826486057,14.256036843108514,-0.7942647631895294,0.23269942810645722
76,324,1,6.015474230822682,13.831812530841198,-1.2209814285085439,0.27146894134698296
77,325,1,6.008068314641565,14.037919884358503,-1.266605001093274,0.2629380648407255
78,326,1,5.904888142968662,13.632266815117879,-1.1811507244297903,0.10292371768773316
79,327,1,6.024867846458309,13.614972199109683,-1.4231846496459277,-0.02917542004980285
80,328,1,5.835407993666618,13.674923994414868,-1.3048615757068636,0.032986853959429956
81,329,1,6.233691629419838,13.340155240984517,-1.3453081297719491,-0.21829333451475005
82,330,1,6.2140756717568095,13.217521372781194,-1.4345772970464703,-0.2273360757152405
83,331,1,6.046120624553189,13.070966194964399,-1.3312196335429842,-0.14089999587146854
84,332,1,6.1733351551700695,12.98331451449358,-1.4495054829860485,-0.2557971534338705
85,333,1,6.015372752436151,12.784651709381272,-1.4706509652996447,-0.567529175856743
86,334,1,5.931012229283239,12.738709734576508,-1.5746052689808487,-0.5343976032613174
87,335,1,5.935420828386071,12.329515659747203,-1.6471346608206245,-0.7732381502545382
88,336,1,5.835901941812496,12.245910354692732,-1.602411870363091,-0.7948858957625957
89,337,1,5.5148208532126715,11.980564544805427,-1.5288773020324358,-0.6462981430173176
90,338,1,5.690393357810308,11.990041625209921,-1.4916203336974057,-0.8972151639031067
91,339,1,5.349734826507664,11.877188580157659,-1.1721816135613212,-0.7917560371312088
92,340,1,5.414761988123459,11.830931875675214,-1.0816920792739861,-1.0190435572926257
93,341,1,5.2487673042650025,11.733802919632879,-1.1363773611534542,-0.998147702058287
94,342,1,5.271810088521452,11.604795747037784,-0.6521306679342934,-0.7507317010775855
95,343,1,5.115835258937007,11.506324340230377,-0.5372370184858575,-0.775850185674508
96,344,1,4.948248484914522,11.6577704671452,-0.3412463082742541,-0.9289796840025705
97,345,1,4.843075710348758,11.577825144147102,-0.019045452668474266,-0.9506674665908164
98,346,1,4.627098830893743,11.477232299761303,0.22217360996363122,-1.0014887107132826
99,347,1,4.80581544976392,11.521202289809438,0.039619316306751265,-1.0320025003460258
100,348,1,4.461443775026,11.650450681414558,0.25712980516213835,-0.7822697826504097
101,349,1,4.6059792721011235,11.639635185951764,0.27720154130663877,-0.446062648015749
102,598,2,5.938360120295732,17.206561416085375,1.1546216450071962,0.046494800815768456
103,599,2,6.0958573827833495,17.30019324738548,1.006872388156112,-0.030077472707939375
104,600,2,6.086073112755297,17.637833916469816,1.157432836792464,0.11348736139754152
105,601,2,6.29392149927263,17.566599715471096,0.9970468612660928,0.11842456864274017
106,602,2,6.174745804109863,17.70489851935111,0.9695854542107831,0.1810950588796904
107,603,2,6.207218548964482,17.82337820555413,0.8590373872632429,0.28744323517976267
108,604,2,6.043697080515892,17.792146948754105,0.45450516256473916,0.08015160181686729
109,605,2,6.201453053343851,17.876676358535455,0.49119111598865794,0.18227300890926862
110,606,2,6.208126646395759,17.991806757907977,0.37389307546831285,0.11252797122144237
111,607,2,6.242253113486617,17.92173958308237,0.05199741898558216,0.38765265691816175
112,608,2,6.283393816913356,17.882611389209497,0.039404616101729864,0.45033570802756784
113,609,2,6.600508360371803,17.96977321216788,-0.26156929928895634,0.713633261526528
114,610,2,6.398882575209282,17.998837689578956,-0.25876269235750476,0.6957637228378277
115,611,2,6.620262454096741,17.69149151475076,-0.49330051839709127,1.07173076734853
116,612,2,6.410545894164317,17.91742545389349,-0.6875119667791826,1.0393304929529101
117,613,2,6.710636630973589,17.797381681160903,-0.6804751223749612,0.9303193140733486
118,614,2,6.901266491114647,17.660149592746485,-0.7190729478089424,0.7027345579698983
119,615,2,6.947563525021099,17.71922845037363,-0.9907747505064919,0.34886970645731463
120,616,2,7.11218241389192,17.44407155805936,-0.8589052653051439,0.10798031473847108
121,617,2,6.913170847570598,17.40922782391997,-0.6664894052063177,0.06285702052131806
122,618,2,6.790100499424209,17.264524378630767,-0.7092527926998463,-0.38149810976130893
123,619,2,6.5276437090220805,17.267274224247675,-0.579024890150558,-0.6622559790048635
124,620,2,6.600211752511856,17.265897842731484,-0.6542144433594003,-1.2852197848698448
125,621,2,6.416761989567693,17.377014085809385,-0.369332961949533,-1.3715113221567994
126,622,2,6.343089977217864,17.239691112938445,-0.14734932690597385,-1.6814185592301465
127,623,2,6.058278283321211,17.125697567712272,-0.004150668465489657,-1.3899931504390215
128,624,2,6.046005384194761,17.05378037641887,0.011486354807323039,-1.219471285126958
129,625,2,5.996989991421209,17.094851349196897,0.08030003912556502,-0.7392997762361411
130,626,2,5.760657071665125,17.137679423376962,0.037515551766401034,-0.42546244694035384
131,627,2,5.92639764155835,17.15452535695587,0.1694741120665896,0.110792751499193
132,628,2,5.9624406875671445,17.467664690159918,0.09654717323148806,0.2649159918014695
133,629,2,6.090894518322376,17.053264123181822,-0.15428400650986074,0.7877853528064512
134,630,2,6.185825596055198,17.222296139940134,-0.19547348615147164,1.3261172815751683
135,631,2,6.234766977230942,17.412451273635554,-0.3607849669545021,1.6581270909013741
136,632,2,6.605466486959744,17.127776093695875,-0.6585212333756614,1.9607529509524442
137,633,2,6.661024422884514,17.081737300708873,-0.6853398377335209,1.7768813308672464
138,634,2,6.870197382749708,16.874911555774318,-0.9586323011665682,1.3943882502508418
139,635,2,6.949508613070106,16.94670029652771,-0.9720870208680199,0.998185522083433
140,636,2,7.077163327039258,16.751527794644716,-1.004846781015616,0.5559446095959358
141,637,2,7.0077899527762835,16.84167393167162,-1.0327768945046734,0.018115867646496586
142,638,2,6.946667212993173,16.37130955280691,-1.0508651057671017,-0.3555692712568517
143,639,2,7.046313408477591,16.58344834301524,-0.9662908626834769,-0.7187209840789714
144,640,2,6.608198885557854,16.23845366308926,-0.8262955678756283,-1.0963170399793662
145,641,2,6.615073284021933,16.426912031977416,-0.6982103375539512,-1.616894460060931
146,642,2,6.655141725589676,16.446661953246608,-0.3860467461630078,-1.7976518819001208
147,643,2,6.152750654427625,16.251091946633487,-0.19864625378873582,-1.7269684001553347
148,644,2,6.288330122890189,16.372624136569204,0.10830507826347663,-1.897452068139095
149,645,2,5.793953533512111,16.42729930034705,0.28076519868485855,-1.5019000200394093
150,646,2,5.847429631790182,16.436609774589286,0.4198768742187723,-1.464106671079206
151,647,2,5.692946612066359,16.333880737976113,0.5384631047756809,-1.0005735032882765
152,648,2,5.632609800937593,16.48946019181427,0.6063805441183577,-0.8435404139204268
153,649,2,5.741126221081956,16.567765123671297,0.6528869330707158,-0.31007594079648737
154,650,2,5.453392620849912,16.768132511894848,0.5041932683762365,-0.15242392076269878
155,651,2,5.461920318563271,16.68137377365888,0.6075899355576355,-0.04023293101416125
156,652,2,5.424505185196047,16.82952682069512,0.5594120566036024,0.13107476646588684
157,653,2,5.495753957583461,16.897437571583254,0.6041013544525082,0.11229024565742021
158,654,2,5.544748888167272,16.80862850356407,0.6497463737512746,-0.001401829748016753
159,655,2,5.528306149240774,17.07698690568706,0.4664709937193968,0.3176467227611671
160,656,2,5.57694024637265,17.047376041153836,0.4853900127029447,0.19085288571377995
161,657,2,5.612465610171656,16.871306293238653,0.48310538246737217,0.27285430367200664
162,658,2,5.534314971791944,17.105765968269623,0.29703245538684925,0.035496832399396244
163,659,2,5.4585938717684055,17.296949086191503,0.5509885551147069,-0.12787936241985876
164,660,2,5.604201315883495,17.181706123039124,0.5405496421497537,0.13165129143494247
165,661,2,5.571920869555592,17.28884218108684,0.5945358380355279,0.0894825699122322
166,662,2,5.596746792666132,17.271378821961516,0.5094921410554948,-0.16463596427117116
167,663,2,5.638605251994628,17.44452505111278,0.4452383862452156,0.02105765570005763
168,664,2,5.640955768405076,17.55736835364789,0.4086850584926136,-0.03362155615036201
169,665,2,5.650321758999702,17.50604853735031,0.6135139732273434,-0.001307520122887951
170,666,2,5.668598345796047,17.637683308114923,0.5488431473172497,0.05750144112928304
171,667,2,5.645459699707442,17.51300184820431,0.5788276583333899,-0.1952985450464299
172,668,2,5.492796690705071,17.644138826113213,0.651565643924808,-0.06595878426808864
173,669,2,5.6330235462272,17.4767661775957,0.5971201171612032,-0.08517087815096581
174,670,2,5.562120106359957,17.567404966807185,0.5667575491593081,0.1270694623207371
175,671,2,5.859997149149208,17.710913268734952,0.5142393875625167,0.02133460526106057
176,672,2,5.625770720168065,17.96919543279002,0.5425432349169589,-0.012308459452709477
177,673,2,5.72813451349401,17.804244161202842,0.5827626930742307,-0.0415606751856355
178,674,2,5.572298976522335,18.084014649471282,0.43823679438237456,0.22347169232426528
179,675,2,5.6249279985964185,17.947534232214625,0.5864436479358359,0.27208841723781796
180,676,2,5.748406390187211,17.903546257547053,0.29402546563913173,0.6691603421797798
181,677,2,5.970590070387942,18.128515621062192,0.10096417531126656,0.8709507559471323
182,678,2,5.98397735907778,18.06760123247766,0.2033192604232092,0.6411768390696881
183,679,2,5.996759641188429,17.991650899240156,0.006749134205727883,0.3673166477081442
184,680,2,5.840980731131912,18.015132157061874,-0.07350226882271049,-0.11945555842403711
